Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs
Données validées jusqu'au 2024-09-30, préliminaires par la suite
Station:        040241         Rouge - à 8 km en aval de la ville de Rivière-Rouge                                                                                            
Bassin versant: 1944.6 km²     Régime: Non influencé                                     
Coordonnées:    (NAD83) 46° 21' 53" // -74° 49' 0"

Date de création du fichier: 2025-05-24 11:04
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire; P* : La donnée est provisoire et non estimée.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
040241         2020/12/02          55.08          MJ
040241         2020/12/03          61.64          MJ
040241         2020/12/04          58.48          MJ
040241         2020/12/05          54.40          MJ
040241         2020/12/06          50.51          MJ
040241         2020/12/07          45.47          R
040241         2020/12/08          42.72          R
040241         2020/12/09          40.01          R
040241         2020/12/10          37.51          R
040241         2020/12/11          35.34          R
040241         2020/12/12          34.22          R
040241         2020/12/13          33.71          R
040241         2020/12/14          33.53          R
040241         2020/12/15          24.55          R
040241         2020/12/16          23.17          R
040241         2020/12/17          25.78          R
040241         2020/12/18          30.94          R
040241         2020/12/19          36.67          R
040241         2020/12/20          39.26          R
040241         2020/12/21          35.33          R
040241         2020/12/22          29.77          R
040241         2020/12/23          28.63          R
040241         2020/12/24          30.28          R
040241         2020/12/25          33.18          R
040241         2020/12/26          75.83          R
040241         2020/12/27          104.4          R
040241         2020/12/28          92.71          R
040241         2020/12/29          82.54          R
040241         2020/12/30          73.86          R
040241         2020/12/31          66.55          R
040241         2021/01/01          60.51          R
040241         2021/01/02          55.62          R
040241         2021/01/03          51.80          R
040241         2021/01/04          48.83          R
040241         2021/01/05          45.43          R
040241         2021/01/06          42.62          R
040241         2021/01/07          41.32          R
040241         2021/01/08          39.76          R
040241         2021/01/09          38.12          R
040241         2021/01/10          36.50          R
040241         2021/01/11          35.04          R
040241         2021/01/12          33.83          R
040241         2021/01/13          31.20          R
040241         2021/01/14          30.60          R
040241         2021/01/15          29.59          R
040241         2021/01/16          29.16          R
040241         2021/01/17          28.47          R
040241         2021/01/18          27.96          R
040241         2021/01/19          27.43          R
040241         2021/01/20          26.89          R
040241         2021/01/21          26.34          R
040241         2021/01/22          25.79          R
040241         2021/01/23          25.25          R
040241         2021/01/24          24.71          R
040241         2021/01/25          24.18          R
040241         2021/01/26          23.67          R
040241         2021/01/27          23.18          R
040241         2021/01/28          22.71          R
040241         2021/01/29          22.26          R
040241         2021/01/30          21.84          R
040241         2021/01/31          21.46          R
040241         2021/02/01          21.10          R
040241         2021/02/02          20.77          R
040241         2021/02/03          20.49          R
040241         2021/02/04          20.24          R
040241         2021/02/05          20.56          R
040241         2021/02/06          19.66          R
040241         2021/02/07          18.87          R
040241         2021/02/08          18.18          R
040241         2021/02/09          17.58          R
040241         2021/02/10          17.05          R
040241         2021/02/11          16.59          R
040241         2021/02/12          16.18          R
040241         2021/02/13          15.82          R
040241         2021/02/14          15.50          R
040241         2021/02/15          15.21          R
040241         2021/02/16          14.95          R
040241         2021/02/17          14.71          R
040241         2021/02/18          14.50          R
040241         2021/02/19          14.29          R
040241         2021/02/20          14.09          R
040241         2021/02/21          13.90          R
040241         2021/02/22          13.70          R
040241         2021/02/23          13.50          R
040241         2021/02/24          13.66          R
040241         2021/02/25          13.84          R
040241         2021/02/26          14.00          R
040241         2021/02/27          13.95          R
040241         2021/02/28          14.07          R
040241         2021/03/01          14.74          R
040241         2021/03/02          15.36          R
040241         2021/03/03          15.19          R
040241         2021/03/04          14.93          R
040241         2021/03/05          14.60          R
040241         2021/03/06          14.24          R
040241         2021/03/07          13.87          R
040241         2021/03/08          13.51          R
040241         2021/03/09          13.19          J
040241         2021/03/10          13.13          R
040241         2021/03/11          14.51          R
040241         2021/03/12          16.49          R
040241         2021/03/13          17.88          R
040241         2021/03/14          19.19          R
040241         2021/03/15          19.52          R
040241         2021/03/16          19.98          R
040241         2021/03/17          19.76          R
040241         2021/03/18          19.50          R
040241         2021/03/19          19.23          R
040241         2021/03/20          18.98          R
040241         2021/03/21          18.77          R
040241         2021/03/22          19.79          R
040241         2021/03/23          21.50          R
040241         2021/03/24          25.11          R
040241         2021/03/25          37.54          MJ
040241         2021/03/26          69.85          MJ
040241         2021/03/27          110.6          MJ
040241         2021/03/28          131.4          MJ
040241         2021/03/29          136.7          MJ
040241         2021/03/30          154.5          MJ
040241         2021/03/31          144.8          MJ
040241         2021/04/01          144.6          MJ
040241         2021/04/02          139.2          J
040241         2021/04/03          121.4          MJ
040241         2021/04/04          105.8          MJ
040241         2021/04/05          94.84          MJ
040241         2021/04/06          88.21          MJ
040241         2021/04/07          85.26          MJ
040241         2021/04/08          85.47          MJ
040241         2021/04/09          91.82          MJ
040241         2021/04/10          94.61          MJ
040241         2021/04/11          96.28          MJ
040241         2021/04/12          93.76          MJ
040241         2021/04/13          88.40          MJ
040241         2021/04/14          81.99          MJ
040241         2021/04/15          75.95          MJ
040241         2021/04/16          75.25          MJ
040241         2021/04/17          80.52          MJ
040241         2021/04/18          75.73          MJ
040241         2021/04/19          68.50          MJ
040241         2021/04/20          63.11          MJ
040241         2021/04/21          59.16          MJ
040241         2021/04/22          56.41          MJ
040241         2021/04/23          50.85          MJ
040241         2021/04/24          47.18          MJ
040241         2021/04/25          44.08          MJ
040241         2021/04/26          42.03          MJ
040241         2021/04/27          42.67          MJ
040241         2021/04/28          40.70          MJ
040241         2021/04/29          37.17          MJ
040241         2021/04/30          36.35          MJ
040241         2021/05/01          36.88          MJ
040241         2021/05/02          36.53          MJ
040241         2021/05/03          34.54          MJ
040241         2021/05/04          32.86          MJ
040241         2021/05/05          31.81          MJ
040241         2021/05/06          32.32          MJ
040241         2021/05/07          33.08          MJ
040241         2021/05/08          33.50          MJ
040241         2021/05/09          32.31          MJ
040241         2021/05/10          31.06          MJ
040241         2021/05/11          31.08          MJ
040241         2021/05/12          31.02          MJ
040241         2021/05/13          30.20          MJ
040241         2021/05/14          28.91          MJ
040241         2021/05/15          28.43          MJ
040241         2021/05/16          26.80          MJ
040241         2021/05/17          26.03          MJ
040241         2021/05/18          24.67          MJ
040241         2021/05/19          23.63          MJ
040241         2021/05/20          22.57          MJ
040241         2021/05/21          22.03          MJ
040241         2021/05/22          21.57          MJ
040241         2021/05/23          20.92          MJ
040241         2021/05/24          21.06          MJ
040241         2021/05/25          21.55          MJ
040241         2021/05/26          21.65          MJ
040241         2021/05/27          23.31          MJ
040241         2021/05/28          24.47          MJ
040241         2021/05/29          23.58          MJ
040241         2021/05/30          23.55          MJ
040241         2021/05/31          22.43          MJ
040241         2021/06/01          21.05          MJ
040241         2021/06/02          19.74          MJ
040241         2021/06/03          18.51          MJ
040241         2021/06/04          17.55          MJ
040241         2021/06/05          16.51          MJ
040241         2021/06/06          16.09          MJ
040241         2021/06/07          15.27          MJ
040241         2021/06/08          14.53          MJ
040241         2021/06/09          13.64          MJ
040241         2021/06/10          12.68          MJ
040241         2021/06/11          11.74          MJ
040241         2021/06/12          10.89          MJ
040241         2021/06/13          10.04          MJ
040241         2021/06/14          10.79          J
040241         2021/06/15          13.98          MJ
040241         2021/06/16          12.84          MJ
040241         2021/06/17          11.99          MJ
040241         2021/06/18          11.74          MJ
040241         2021/06/19          14.28          MJ
040241         2021/06/20          15.57          MJ
040241         2021/06/21          15.99          MJ
040241         2021/06/22          16.53          MJ
040241         2021/06/23          15.51          MJ
040241         2021/06/24          14.64          MJ
040241         2021/06/25          13.84          MJ
040241         2021/06/26          14.83          MJ
040241         2021/06/27          22.91          MJ
040241         2021/06/28          33.79          MJ
040241         2021/06/29          42.77          MJ
040241         2021/06/30          44.54          MJ
040241         2021/07/01          42.57          MJ
040241         2021/07/02          40.04          MJ
040241         2021/07/03          36.04          MJ
040241         2021/07/04          32.60          MJ
040241         2021/07/05          30.09          MJ
040241         2021/07/06          26.45          MJ
040241         2021/07/07          24.66          MJ
040241         2021/07/08          24.77          MJ
040241         2021/07/09          26.23          MJ
040241         2021/07/10          28.06          MJ
040241         2021/07/11          27.34          MJ
040241         2021/07/12          23.97          MJ
040241         2021/07/13          21.50          MJ
040241         2021/07/14          23.92          MJ
040241         2021/07/15          26.29          MJ
040241         2021/07/16          28.65          MJ
040241         2021/07/17          30.07          MJ
040241         2021/07/18          27.69          MJ
040241         2021/07/19          24.48          MJ
040241         2021/07/20          22.87          MJ
040241         2021/07/21          22.01          MJ
040241         2021/07/22          20.52          MJ
040241         2021/07/23          18.95          MJ
040241         2021/07/24          17.62          MJ
040241         2021/07/25          18.52          J
040241         2021/07/26          19.66          MJ
040241         2021/07/27          20.11          MJ
040241         2021/07/28          20.03          MJ
040241         2021/07/29          19.13          MJ
040241         2021/07/30          19.58          MJ
040241         2021/07/31          20.78          MJ
040241         2021/08/01          20.55          MJ
040241         2021/08/02          19.28          MJ
040241         2021/08/03          18.57          MJ
040241         2021/08/04          18.65          MJ
040241         2021/08/05          18.01          MJ
040241         2021/08/06          16.88          MJ
040241         2021/08/07          15.90          MJ
040241         2021/08/08          15.25          MJ
040241         2021/08/09          14.57          MJ
040241         2021/08/10          13.81          MJ
040241         2021/08/11          13.56          MJ
040241         2021/08/12          13.56          MJ
040241         2021/08/13          13.90          MJ
040241         2021/08/14          15.27          MJ
040241         2021/08/15          15.27          MJ
040241         2021/08/16          14.13          MJ
040241         2021/08/17          13.08          MJ
040241         2021/08/18          12.42          J
040241         2021/08/19          11.72          MJ
040241         2021/08/20          11.18          MJ
040241         2021/08/21          10.74          MJ
040241         2021/08/22          10.62          MJ
040241         2021/08/23          10.47          MJ
040241         2021/08/24          9.934          MJ
040241         2021/08/25          9.292          MJ
040241         2021/08/26          8.696          MJ
040241         2021/08/27          7.880          MJ
040241         2021/08/28          7.288          MJ
040241         2021/08/29          7.053          MJ
040241         2021/08/30          6.974          MJ
040241         2021/08/31          6.677          MJ
040241         2021/09/01          6.344          MJ
040241         2021/09/02          6.024          MJ
040241         2021/09/03          5.768          MJ
040241         2021/09/04          5.414          MJ
040241         2021/09/05          5.562          MJ
040241         2021/09/06          6.336          MJ
040241         2021/09/07          6.800          MJ
040241         2021/09/08          7.276          MJ
040241         2021/09/09          9.612          MJ
040241         2021/09/10          9.812          MJ
040241         2021/09/11          9.513          MJ
040241         2021/09/12          10.06          MJ
040241         2021/09/13          13.51          MJ
040241         2021/09/14          14.99          MJ
040241         2021/09/15          15.95          MJ
040241         2021/09/16          25.65          MJ
040241         2021/09/17          27.86          MJ
040241         2021/09/18          24.15          MJ
040241         2021/09/19          21.18          MJ
040241         2021/09/20          19.07          MJ
040241         2021/09/21          17.27          MJ
040241         2021/09/22          17.15          MJ
040241         2021/09/23          33.68          MJ
040241         2021/09/24          123.7          MJ
040241         2021/09/25          154.7          MJ
040241         2021/09/26          134.7          MJ
040241         2021/09/27          109.7          MJ
040241         2021/09/28          90.23          MJ
040241         2021/09/29          73.72          J
040241         2021/09/30          59.52          MJ
040241         2021/10/01          50.42          MJ
040241         2021/10/02          45.61          MJ
040241         2021/10/03          42.53          MJ
040241         2021/10/04          39.27          MJ
040241         2021/10/05          35.88          MJ
040241         2021/10/06          33.15          MJ
040241         2021/10/07          30.96          MJ
040241         2021/10/08          29.06          MJ
040241         2021/10/09          27.31          MJ
040241         2021/10/10          25.84          MJ
040241         2021/10/11          24.64          MJ
040241         2021/10/12          23.56          MJ
040241         2021/10/13          23.11          MJ
040241         2021/10/14          23.99          MJ
040241         2021/10/15          25.77          MJ
040241         2021/10/16          28.89          MJ
040241         2021/10/17          43.65          MJ
040241         2021/10/18          59.79          MJ
040241         2021/10/19          55.84          MJ
040241         2021/10/20          49.91          MJ
040241         2021/10/21          46.08          MJ
040241         2021/10/22          45.26          MJ
040241         2021/10/23          46.65          MJ
040241         2021/10/24          44.85          MJ
040241         2021/10/25          41.73          MJ
040241         2021/10/26          40.09          MJ
040241         2021/10/27          41.32          MJ
040241         2021/10/28          40.64          MJ
040241         2021/10/29          38.43          MJ
040241         2021/10/30          36.17          MJ
040241         2021/10/31          36.09          MJ
040241         2021/11/01          44.61          MJ
040241         2021/11/02          62.21          MJ
040241         2021/11/03          60.84          MJ
040241         2021/11/04          54.39          MJ
040241         2021/11/05          49.93          MJ
040241         2021/11/06          46.24          MJ
040241         2021/11/07          42.95          MJ
040241         2021/11/08          40.26          MJ
040241         2021/11/09          38.02          MJ
040241         2021/11/10          36.01          MJ
040241         2021/11/11          34.04          MJ
040241         2021/11/12          33.60          MJ
040241         2021/11/13          39.18          MJ
040241         2021/11/14          45.87          MJ
040241         2021/11/15          46.74          MJ
040241         2021/11/16          45.18          MJ
040241         2021/11/17          42.80          MJ
040241         2021/11/18          45.69          MJ
040241         2021/11/19          59.82          MJ
040241         2021/11/20          66.50          MJ
040241         2021/11/21          60.73          MJ
040241         2021/11/22          55.77          MJ
040241         2021/11/23          54.31          MJ
040241         2021/11/24          51.28          MJ
040241         2021/11/25          48.47          MJ
040241         2021/11/26          46.01          MJ
040241         2021/11/27          44.02          MJ
040241         2021/11/28          42.42          R
040241         2021/11/29          41.14          R
040241         2021/11/30          39.46          R
040241         2021/12/01          37.77          R
040241         2021/12/02          36.44          R
040241         2021/12/03          34.43          R
040241         2021/12/04          32.80          R
040241         2021/12/05          31.29          R
040241         2021/12/06          29.66          R
040241         2021/12/07          36.84          R
040241         2021/12/08          45.54          R
040241         2021/12/09          45.24          R
040241         2021/12/10          44.93          R
040241         2021/12/11          41.99          R
040241         2021/12/12          44.13          R
040241         2021/12/13          46.71          R
